,0
欠勤_最長連続月数,0.08166616785868937
360度評価_信頼度_std,0.08017872177639189
欠勤日数_q3_mean_exp,0.07995966319424193
欠勤_連続フラグ,0.07970558735552441
顧客満足度評価_mid_mean,0.0789372463072929
360度評価_主体度_cv,0.07736421809937999
担当プロジェクト数_q1_mean_exp,0.07667801611019544
360度評価_親和度_mid_mean,0.07620797707540578
担当プロジェクト数_median,0.07610367839701726
研修時間_skew,0.07501949694735817
360度評価_共有貢献度_late_mean,0.07466345615752354
欠勤日数_slope,0.07380063410259771
360度評価者数_median,0.07372735629513616
360度評価_共有貢献度_median,0.0722063801165605
月例給与_円_slope,0.07207736363585245
360度評価_親和度_median,0.0710624985389193
有給取得日数_mean,0.07002559904868212
同僚からのフィードバック_tfidf_svd_13,0.0694244629751942
情報共有件数_q1_mean_exp,0.0691543394427158
情報共有件数_q2_mean_exp,0.06817083459471539
初期上司_部下数,0.06641086746116283
360度評価_親和度_diff,0.06514988527374217
有給取得日数_late_mean,0.06400296809638299
欠勤日数_mid_mean,0.06347757406694211
有給取得日数_max,0.06303697453672125
360度評価_信頼度_mid_mean,0.06221769200570594
上司との面談実施回数_late_mean,0.0602525081221156
360度評価_親和度_q1_mean_exp,0.06019010160017496
上司との面談実施回数_acceleration_exp,0.05993574250006829
有給取得日数_mid_mean,0.05973902520204359
360度評価_主体度_q1_mean_exp,0.05965652121239379
在宅勤務日数_early_mean,0.0581092610544019
入社区分,0.057746266488947484
在宅勤務日数_q4_mean_exp,0.056527669657877005
初期役割,0.053651232087735604
在宅勤務日数_q3_mean_exp,0.05350963168384429
有給取得日数_late_minus_early,0.05345090845693918
360度評価_学習度_q2_mean_exp,0.05319129969516922
在宅勤務日数_diff,0.05301184473009278
在宅勤務日数_min,0.05176203011028598
上司ID_changes,0.05170556711071015
欠勤日数_cv,0.05147584366100449
360度評価_親和度_mean,0.05113180556174096
欠勤日数_q1_mean_exp,0.05104789512670461
上司との面談実施回数_max,0.050725117105152866
研修時間_late_mean,0.05006664297619126
360度評価_学習度_mid_mean,0.04902950959673681
360度評価_学習度_q1_mean_exp,0.048947007398456456
部署ID_unique_count,0.04872135237361497
有給取得日数_skew,0.04848969899548675
月例給与_円_std,0.047425854087897526
360度評価者数_q3_mean_exp,0.04737662417607703
入社月,0.04699053700171787
在宅勤務日数_median,0.04698718555711768
cluster,0.04667186197791161
上司ID_unique_count,0.04654224576811169
360度評価_親和度_q25,0.045966532798006256
欠勤日数_acceleration_exp,0.04520313741084152
初期等級_num,0.045159457520916914
月例給与_円_acceleration_exp,0.04500521255968218
360度評価_親和度_missing_rate,0.04481939339811955
在宅勤務日数_late_mean,0.04400113778579879
入社年,0.04349596925619177
dept_size,0.04330334258640815
360度評価者数_q1_mean_exp,0.04259829844000605
研修時間_q75,0.04232810006618862
有給取得日数_q2_mean_exp,0.04223944157836572
月例給与_円_late_minus_early,0.041491904372137844
有給取得日数_q75,0.04107445268188648
360度評価者数_max,0.03969749993945877
上司との面談実施回数_ratio,0.03947872376742427
360度評価者数_ratio,0.03942555011083687
在宅勤務日数_q1_mean_exp,0.03914007882821188
is_Q2_新卒,0.03843483795849714
欠勤日数_mean,0.03832690159641024
入社四半期,0.036928064702356045
360度評価_信頼度_q25,0.03672609581954034
360度評価_親和度_max,0.03643180254273509
在宅勤務日数_max,0.03520610842289357
有給取得日数_kurtosis,0.033549969771933454
月例給与_円_diff,0.03342149162319047
360度評価_親和度_acceleration_exp,0.032053704524588195
上司との面談実施回数_q3_mean_exp,0.030309942084217754
研修時間_median,0.030061694739545695
欠勤日数_diff,0.029680672293537186
上司との面談実施回数_late_early_ratio,0.028200321540214117
情報共有件数_early_mean,0.028139410925895583
月例給与_円_volatility,0.028047365811321737
360度評価者数_diff,0.02654216080541193
評価遅延度,0.025812991877342813
部署ID_changes,0.0251801409613837
担当プロジェクト数_ratio,0.02499699000839639
性別,0.02488707443253868
上司との面談実施回数_diff,0.024638811883120993
採用経路,0.024498265024737866
有給取得日数_iqr,0.024311735982939967
360度評価_信頼度_min,0.023329954648810904
有給取得日数_diff,0.02265539572576584
有給取得日数_median,0.022483778190082793
上司との面談実施回数_q1_mean_exp,0.021486382749099732
欠勤日数_max,0.02123793696476598
360度評価者数_min,0.021063150184222234
上司との面談実施回数_late_minus_early,0.020338327460754334
情報共有件数_ratio,0.01775693469579364
360度評価_信頼度_missing_rate,0.01707226791267844
欠勤発生月数,0.011501323972110015
欠勤日数_ratio,0.010863689550413422
欠勤日数_q2_mean_exp,0.01053095653384742
360度評価_信頼度_early_mean,0.010263466663660159
勤務地_unique_count,0.008719755037836523
360度評価_主体度_early_mean,0.007889846690196822
欠勤日数_early_mean,0.007675332786606207
360度評価_信頼度_late_early_ratio,0.0076425026335763925
欠勤日数_late_minus_early,0.0072770479291758075
360度評価_親和度_late_minus_early,0.006582026523435333
360度評価_信頼度_late_minus_early,0.0056013138349667695
上司との面談実施回数_early_mean,0.005468871170147684
360度評価_親和度_early_mean,0.005280068992182467
360度評価_学習度_late_early_ratio,0.005142020501994423
欠勤日数_late_early_ratio,0.005050980643263246
欠勤日数_late_mean,0.0046433033530345925
勤務地_changes,0.004250292361867509
欠勤日数_q4_mean_exp,0.004151569944754334
360度評価_主体度_late_early_ratio,0.00394353758677254
360度評価_学習度_early_mean,0.0038557573992993497
情報共有件数_diff,0.0038061866347117146
360度評価_学習度_late_minus_early,0.0037810753692575708
360度評価_親和度_late_early_ratio,0.0034886544285378717
360度評価者数_late_minus_early,0.0023452358804655063
360度評価_共有貢献度_early_mean,0.0023336271596383863
360度評価_主体度_late_minus_early,0.0022374840622476485
leave_of_absence_months,0.001803000035711412
360度評価_共有貢献度_late_early_ratio,0.0016129316970223207
360度評価_共有貢献度_late_minus_early,0.0015396351999928835
職種_changes,0.001286748564142
360度評価者数_early_mean,0.0012357434991307672
360度評価者数_late_early_ratio,0.0
初回評価月,0.0
職種_unique_count,0.0
役割_changes,0.0
役割_unique_count,0.0
等級_changes,0.0
等級_unique_count,0.0
研修時間_q25,0.0
leave_of_absence_flag,0.0
有給取得日数_q25,0.0
有給取得日数_q1_mean_exp,0.0
有給取得日数_early_mean,0.0
有給取得日数_min,0.0
有給取得日数_late_early_ratio,0.0
有給取得日数_ratio,0.0
is_遅延評価,0.0
is_早期評価,0.0
情報共有件数_min,0.0
欠勤日数_median,0.0
欠勤日数_min,0.0
上司との面談実施回数_median,0.0
研修時間_min,0.0
上司との面談実施回数_min,0.0
